-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0,4427020044339363;
-0;-0;-0,3803236609400404;
-0;-0;-0,3202265975276205;
-0;-0;-0,26031919789883967;
-0;-0;-0,199279829541414;
-0;-0;-0,13623955598857015;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-1,40260356800806;
-0;-0;-1,2769922761288097;
-0;-0;-1,1559123064256929;
-0;-0;-1,038469785389153;
-0;-0;-0,9242634797808662;
-0;-245,1593384418655;-0,8123468973387398;
-0;-0,5367311617880048;-0,7039340606890262;
-0;-0,4525966298846974;-0,5968162180853518;
-0;-0,36852406845584224;-0,4885658394718133;
-0;-245,09804042529606;-0,37687445596312036;
-0;-245,13916107370585;-249,60253013382268;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-2,3819489996291736;
-0;-0;-2,2358239188252678;
-0;-0;-2,0791075891328665;
-0;-0;-1,9135075636994439;
-0;-245,19697855342417;-1,7474478467706331;
-0;-245,03988303621117;-1,5844966877652207;
-0;-1,0067633840232022;-1,426107635603361;
-245,1593384418655;-0,891742463050932;-1,2725632204005781;
-0,5367311617880048;-0;-1,122846376173916;
245,1593384418655;-0;-0,9767947796402673;
0,1682070933321626;-0;-0,8315103832518433;
0,16983296603559328;-0;-0,6837981251141215;
0,1745268147850149;-0;-0,5303196494103517;
245,09804042529606;-0;-0,3680437685148332;
245,13916107370585;-0;-0;
-0;-0;-0;
