-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-5,638068703167429;
-0;-0;-4,929994571347698;
-0;-0;-4,343282552896975;
-0;-0;-3,7913187223076608;
-0;-0;-3,216927014060549;
-0;-0;-2,565292348073351;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-19,929200051081605;
-0;-0;-14,404670346102606;
-0;-0;-11,67359852131284;
-0;-0;-10,117416590044998;
-0;-0;-8,98506546317784;
-0;-245,1593384418655;-7,994075382318625;
-0;-5,709434950380924;-7,1496638257199985;
-0;-5,088798836488088;-6,385232795000575;
-0;-4,478456994929967;-5,636083701494036;
-0;-245,09804042529606;-4,834040994171944;
-0;-245,13916107370585;-249,60253013382268;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-71,45718647123061;
-0;-0;-74,41459903404186;
-0;-0;-49,78020146692025;
-0;-0;-25,459128800614867;
-0;-245,19697855342417;-16,369792665348804;
-0;-245,03988303621117;-13,022935028746131;
-0;-7,977694286523497;-11,348276318019433;
-245,1593384418655;-7,247752155233058;-10,187929524504158;
-5,709434950380924;-0;-9,190538955018877;
245,1593384418655;-0;-8,31106363372999;
1,2309779554509568;-0;-7,483703144112262;
1,266271443958363;-0;-6,646743053724816;
1,4237098464076121;-0;-5,727437522530386;
245,09804042529606;-0;-4,627783765603591;
245,13916107370585;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
-0;-0;-0;
